id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
2836,F,1.6375,1.35,0.5,52.34735175,22.7079495,12.06271225,13.60776,13.0
2837,M,1.4625,1.15,0.375,24.62154075,9.8372765,5.2446575,7.5126175,10.0
2838,F,1.6375,1.3625,0.4875,50.8306535,16.40018575,9.62465525,16.8679525,13.0
2839,F,1.425,1.1375,0.4125,24.7491135,12.0485375,5.6415505,6.80388,9.0
2840,I,0.9375,0.7125,0.225,7.55514175,3.515338,1.43164975,2.1262125,7.0
2841,I,1.075,0.8375,0.2625,11.169703,4.706017,1.8427175,3.8271825,8.0
2842,M,1.5875,1.25,0.4,35.50774875,17.860185,8.66077225,9.355335,9.0
2843,I,1.2125,0.975,0.3,16.45688475,6.123492,3.52951275,3.8271825,8.0
2844,M,1.1875,0.9125,0.25,13.8062065,6.4920355,2.8066005,3.96893,9.0
2845,M,0.8375,0.6125,0.2,4.35164825,1.97029025,0.97805775,1.530873,5.0
2846,F,1.8375,1.425,0.5375,63.786375,32.78619675,12.94154675,25.4295015,9.0
2847,M,1.2375,0.95,0.325,21.035329,9.7805775,4.03980375,5.216308,11.0
2848,I,0.4625,0.3375,0.1125,0.86465975,0.3118445,0.21262125,0.283495,4.0
2849,I,1.1625,0.8875,0.25,12.133586,5.5281525,2.0128145,3.118445,7.0
2850,F,1.575,1.2,0.375,30.51823675,12.54465375,6.2652395,8.6465975,11.0
2851,F,1.3625,1.0875,0.4125,19.66037825,9.62465525,4.06815325,6.23689,9.0
2852,I,1.425,1.15,0.35,25.92561775,11.736693,5.48562825,6.80388,8.0
2853,M,1.25,0.9625,0.2375,17.2648455,7.10154975,4.63514325,5.5281525,9.0
2854,I,0.4375,0.325,0.1,0.89300925,0.35436875,0.18427175,0.29766975,3.0
2855,I,1.1375,0.8875,0.2875,12.813974,5.1312595,2.6365035,3.5436875,7.0
2856,M,1.4375,1.2,0.3875,29.5685285,13.79203175,5.88252125,8.1363065,10.0
2857,I,1.0875,0.8625,0.3,10.7444605,4.592619,2.2963095,3.118445,7.0
2858,M,1.2875,0.9625,0.3125,18.44134975,8.1930055,4.2807745,4.762716,9.0
2859,F,1.525,1.175,0.375,27.71163625,14.18892475,5.74077375,7.087375,9.0
2860,F,1.375,1.075,0.475,29.27085875,12.927372,5.8683465,11.1980525,13.0
2861,I,1.1125,0.825,0.275,10.375917,4.80524025,2.2396105,3.40194,7.0
2862,F,1.4375,1.1125,0.375,24.9192105,13.87708025,5.896696,6.3786375,9.0
2863,I,1.1625,0.9,0.275,14.18892475,6.25106475,2.721552,4.43669675,8.0
2864,M,1.425,1.125,0.375,30.03629525,14.5432935,6.80388,7.5126175,9.0
2865,F,1.025,0.8375,0.3,13.437663,4.989512,2.8066005,4.3941725,10.0
2866,M,1.3375,1.05,0.4125,22.89222125,8.77417025,5.08873525,7.7961125,17.0
2867,I,1.175,0.9375,0.325,14.8834875,6.67630725,2.99087225,4.3941725,9.0
2868,M,1.4,1.1125,0.3875,24.8058125,9.48290775,5.40057975,7.9095105,13.0
2869,F,1.5375,1.1875,0.45,31.6096925,14.10387625,6.90310325,10.0640725,11.0
2870,M,1.5375,1.175,0.4125,32.95629375,15.2803805,6.53455975,8.278054,9.0
2871,I,1.1,0.85,0.3,11.226402,4.80524025,2.67902775,3.685435,9.0
2872,M,0.4375,0.3375,0.1,0.793786,0.29766975,0.26932025,0.2551455,5.0
2873,F,1.525,1.2125,0.4125,32.24755625,12.927372,5.74077375,9.355335,13.0
2874,M,1.1875,0.9125,0.2875,13.494362,5.6699,2.9199985,3.5436875,9.0
2875,M,1.4125,1.1,0.35,22.8213475,9.412034,4.3374735,6.9456275,11.0
2876,I,1.0,0.7625,0.2375,8.00873375,3.86970675,1.63009625,2.73572675,7.0
2877,M,1.3,1.0,0.3125,22.4811535,10.61688775,4.66349275,6.23689,9.0
2878,M,1.6125,1.2625,0.4375,37.761534,18.653971,8.901743,8.0796075,9.0
2879,M,1.25,1.0125,0.3875,21.5172705,7.24329725,4.2240755,6.80388,13.0
2880,M,1.45,1.15,0.45,27.499015,9.8372765,3.9405805,9.63883,18.0
2881,M,1.25,1.0125,0.35,22.963095,10.90038275,4.35164825,5.5281525,9.0
2882,M,1.2125,0.95,0.3125,17.61921425,7.9095105,3.27436725,5.2446575,9.0
2883,I,1.3,0.975,0.3125,15.3937785,6.5487345,3.0333965,4.9611625,9.0
2884,M,1.475,1.1625,0.4,28.36367475,11.566596,6.860579,10.20582,15.0
2885,I,0.9875,0.75,0.25,8.5331995,3.515338,1.587572,2.6932025,7.0
2886,I,0.9875,0.775,0.2125,8.63242275,3.40194,2.08368825,2.4097075,7.0
2887,M,1.5125,1.175,0.4125,30.43318825,14.75591475,6.13766675,7.767763,9.0
2888,M,1.5375,1.1625,0.375,32.7436725,15.762322,7.41339425,7.654365,9.0
2889,M,1.35,1.0375,0.35,23.26076475,10.6310625,4.63514325,7.93786,9.0
2890,F,1.625,1.275,0.4375,34.401546,16.4710595,6.56290925,10.0640725,10.0
2891,I,0.825,0.6375,0.2125,4.9044635,1.65844575,1.077281,1.417475,9.0
2892,F,1.35,1.025,0.325,19.57532975,6.7188315,3.61456125,6.6621325,14.0
2893,M,1.35,1.0125,0.35,23.91280325,9.48290775,5.556502,7.12989925,11.0
2894,F,1.4125,1.0875,0.375,25.44367625,12.62970225,4.49339575,6.520385,9.0
2895,M,1.4875,1.1625,0.35,28.91649,16.14504025,6.08096775,7.37087,9.0
2896,I,0.7875,0.5875,0.225,4.01145425,1.54504775,0.94970825,1.2190285,7.0
2897,F,1.3875,1.0375,0.4125,29.5118295,12.3887315,5.726599,8.0796075,10.0
2898,I,0.9,0.7375,0.2375,7.144074,3.005047,1.91359125,2.4097075,6.0
2899,I,1.3125,1.0625,0.35,23.0481435,11.169703,5.62737575,5.76912325,8.0
2900,M,1.45,1.1,0.4125,26.01066625,11.736693,5.5281525,7.37087,9.0
2901,I,1.0375,0.8125,0.225,12.99824575,5.839997,2.25378525,2.778251,7.0
2902,I,1.45,1.125,0.375,23.700182,11.15552825,4.1106775,6.123492,9.0
2903,F,1.5,1.15,0.475,34.6147395,15.5638755,7.3425205,9.2135875,13.0
2904,M,1.4,1.0875,0.4125,24.9192105,11.4815475,5.556502,6.6621325,8.0
2905,F,1.35,1.05,0.3375,21.50309575,9.2135875,4.86193925,5.10291,8.0
2906,F,1.55,1.2625,0.4625,31.70891575,12.6155275,7.37087,9.4970825,11.0
2907,F,1.3125,0.95,0.4375,18.370476,7.824462,4.1673765,7.37087,16.0
2908,F,1.25,1.0,0.325,19.17843675,6.76135575,5.2446575,5.386405,13.0
2909,I,0.5125,0.375,0.0,1.304077,0.2551455,0.1417475,0.21262125,4.0
2910,F,1.6375,1.3125,0.4625,38.90968875,17.81766075,7.6827145,10.3475675,12.0
2911,M,1.5625,1.2,0.375,29.15746075,14.0330025,6.76135575,7.7961125,10.0
2912,I,1.2875,0.9625,0.3125,16.839603,8.63242275,3.44446425,4.819415,9.0
2913,I,0.9,0.7375,0.3,15.7906715,7.540967,2.84912475,2.9199985,7.0
2914,F,1.45,1.15,0.375,28.066005,15.35125425,6.2652395,7.5126175,9.0
2915,I,1.2625,1.0,0.325,18.58309725,7.38504475,3.92640575,6.3786375,14.0
2916,I,0.925,0.7,0.225,7.27164675,3.24601775,1.63009625,1.984465,6.0
2917,F,1.675,1.3625,0.425,44.4803655,18.8524175,7.6827145,12.757275,10.0
2918,I,1.1875,0.9125,0.3125,18.5689225,8.0796075,4.23825025,5.8116475,9.0
2919,I,1.15,0.8875,0.275,13.08329425,6.25106475,2.67902775,4.252425,8.0
2920,F,1.3875,1.0625,0.3625,27.555714,12.984071,5.839997,7.2291225,11.0
2921,F,1.5,1.1625,0.4125,33.43823525,14.5432935,6.7755305,9.922325,11.0
2922,F,1.4875,1.1875,0.3625,28.6613445,13.5794105,6.2652395,7.5126175,10.0
2923,F,1.85,1.425,0.5375,55.8201655,25.8830935,9.241937,20.128145,16.0
2924,I,0.9375,0.7,0.2,6.7188315,3.061746,1.11980525,1.984465,6.0
2925,M,1.0625,0.825,0.275,10.64523725,3.41611475,1.7860185,3.5436875,8.0
2926,M,1.45,1.15,0.4,26.52095725,11.60912025,5.386405,7.5126175,9.0
2927,F,1.3875,1.1,0.3375,21.87163925,7.654365,4.86193925,7.654365,10.0
2928,I,1.425,1.05,0.3625,21.72989175,8.94426725,4.77689075,6.6621325,10.0
2929,I,1.1625,0.9,0.3125,14.118051,6.633783,3.345241,4.53592,8.0
2930,M,1.6,1.2,0.5,32.41765325,12.40290625,7.41339425,10.0640725,18.0
2931,F,1.5625,1.225,0.4125,34.40211825,16.57028275,7.69688925,9.07184,11.0
2932,I,1.375,1.0625,0.325,20.28406725,7.92368525,4.72019175,5.2446575,9.0
2933,I,0.9125,0.7125,0.35,9.2135875,3.798833,2.42388225,3.8271825,13.0
2934,F,1.625,1.275,0.4875,38.71124225,14.401546,8.15048125,12.0485375,11.0
2935,F,1.6,1.275,0.5625,42.921143,14.21727425,8.6465975,14.17475,17.0
2936,F,1.5125,1.175,0.425,32.375129,14.44407025,6.95980225,10.149121,10.0
2937,I,1.4,1.1,0.3125,20.76600875,9.808927,4.2807745,6.0951425,9.0
2938,I,1.35,0.9875,0.3375,20.9502805,10.3475675,5.62737575,4.6209685,8.0
2939,M,1.5375,1.1875,0.4125,32.601925,16.3009625,7.27164675,7.93786,11.0
2940,F,1.3375,1.05,0.3375,20.87940675,10.6310625,4.479221,5.386405,8.0
2941,I,0.575,0.4375,0.1625,1.82854275,0.737087,0.29766975,0.7087375,5.0
2942,I,1.0375,0.8125,0.25,9.08601475,3.69960975,2.26796,2.9766975,8.0
2943,F,1.7,1.2875,0.375,45.7277435,22.52367775,10.70193625,11.623295,9.0
2944,F,1.4375,1.1375,0.375,28.02348075,10.6310625,7.15824875,9.07184,12.0
2945,M,1.7,1.375,0.5125,50.8306535,23.91280325,11.60912025,12.6155275,17.0
2946,I,0.45,0.3125,0.1125,0.66621325,0.226796,0.09922325,0.226796,4.0
2947,F,1.5,1.1875,0.4375,34.6147395,17.10892325,7.3992195,8.50485,11.0
2948,M,1.8,1.4125,0.4875,43.30386125,16.8112535,11.60912025,11.7650425,11.0
2949,M,1.3375,1.05,0.35,24.9192105,8.6465975,5.71242425,7.93786,14.0
2950,F,1.5,1.1875,0.4375,31.56716825,11.679994,7.597666,8.50485,16.0
2951,M,1.5,1.175,0.4875,31.62386725,15.12445825,6.59125875,8.7599955,9.0
2952,I,1.15,0.8375,0.3125,11.94931425,4.7910655,2.65067825,3.685435,12.0
2953,I,0.7875,0.5875,0.2125,3.92640575,1.0489315,0.793786,1.417475,6.0
2954,I,0.75,0.55,0.1875,3.86970675,1.417475,0.43941725,0.9922325,4.0
2955,I,1.325,1.0125,0.3125,17.50581625,8.50485,3.27436725,4.53592,9.0
2956,I,0.9375,0.675,0.2,5.31553125,2.05533875,1.43164975,1.984465,7.0
2957,I,1.3375,1.05,0.325,20.184844,7.711064,3.95475525,6.70465675,9.0
2958,F,1.2125,0.925,0.3125,14.81261375,6.81805475,3.40194,4.6776675,12.0
2959,I,0.5875,0.4,0.125,1.88524175,0.5386405,0.46776675,0.4252425,5.0
2960,F,1.6125,1.2125,0.475,38.96638775,14.571643,7.98038425,9.525432,17.0
2961,I,1.1,0.85,0.275,12.94154675,5.5281525,2.721552,3.2601925,7.0
2962,M,1.175,0.8875,0.3,11.55242125,5.82582225,2.65067825,2.9766975,9.0
2963,I,1.1125,0.875,0.275,13.90542975,6.860579,2.608154,3.96893,9.0
2964,M,1.5375,1.1875,0.425,32.034935,10.90038275,5.74077375,9.7805775,15.0
2965,M,1.5375,1.175,0.375,27.76833525,12.00601325,6.22271525,7.49844275,9.0
2966,I,1.2625,0.95,0.375,18.5689225,8.57572375,4.5075705,5.2446575,9.0
2967,M,1.6,1.275,0.5375,42.410852,18.83824275,11.86426575,14.458245,14.0
2968,M,1.3625,1.075,0.35,22.97726975,8.77417025,4.5642695,8.3631025,16.0
2969,M,1.675,1.3125,0.5,39.41997975,17.293195,8.60407325,11.623295,12.0
2970,M,1.725,1.3875,0.4375,50.008518,24.56484175,10.24834425,13.04077,11.0
2971,I,0.4375,0.3125,0.125,0.66621325,0.226796,0.09922325,0.226796,3.0
2972,M,1.1,0.825,0.2875,11.2547515,4.63514325,2.5231055,3.40194,8.0
2973,M,1.5875,1.2875,0.475,37.194544,14.6566915,8.06543275,11.623295,15.0
2974,F,1.25,0.975,0.3125,16.76872925,6.973977,3.61456125,5.2446575,12.0
2975,I,1.0875,0.8125,0.3125,10.33339275,4.5075705,2.33883375,2.9766975,11.0
2976,I,1.15,0.85,0.2625,11.94931425,5.10291,2.494756,3.5436875,8.0
2977,I,1.1125,0.85,0.3,11.8217415,5.82582225,2.9199985,3.685435,7.0
2978,M,1.5625,1.2125,0.4125,38.90968875,17.84601025,7.767763,9.6671795,11.0
2979,I,1.475,1.15,0.375,27.555714,11.7650425,5.40057975,8.3631025,10.0
2980,M,1.3125,1.0,0.3,18.80989325,7.78193775,4.01145425,5.953395,10.0
2981,M,1.425,1.125,0.375,24.84833675,12.813974,5.40057975,7.087375,9.0
2982,M,1.25,0.9625,0.3875,16.726205,6.50621025,3.742134,5.2446575,14.0
2983,M,1.3125,1.0,0.325,18.89494175,8.674947,3.07592075,5.37223025,8.0
2984,M,1.55,1.2625,0.4125,30.03629525,10.149121,6.59125875,8.9300925,12.0
2985,M,1.4,1.1125,0.25,22.92057075,9.6671795,5.14543425,7.37087,10.0
2986,I,1.025,0.7875,0.25,8.618248,3.6570855,1.7860185,2.67902775,7.0
2987,F,1.5625,1.25,0.4625,33.622507,14.16057525,9.412034,9.922325,13.0
2988,F,1.625,1.3125,0.4375,43.488133,19.97222275,11.15552825,11.509897,11.0
2989,M,1.4,1.1,0.35,27.9242575,13.380964,5.8683465,6.0951425,10.0
2990,I,1.2375,0.9375,0.275,12.984071,5.443104,2.778251,4.252425,8.0
2991,M,1.5625,1.225,0.3875,34.302895,13.79203175,7.10154975,8.9300925,11.0
2992,M,1.3125,0.9875,0.3375,16.51358375,7.10154975,3.6570855,4.3941725,9.0
2993,I,1.0125,0.7625,0.2125,9.68135425,5.42892925,1.77184375,2.5798045,7.0
2994,F,1.4125,1.1,0.3375,26.26581175,11.35397475,5.71242425,7.654365,9.0
2995,M,1.4125,1.1,0.3125,28.22192725,12.1619355,5.2446575,7.7961125,9.0
2996,M,1.6125,1.275,0.475,41.4753185,18.01610725,8.94426725,11.623295,10.0
2997,F,1.725,1.275,0.525,45.2741515,17.78931125,11.60912025,14.74174,19.0
2998,M,1.575,1.2375,0.425,32.95629375,13.65028425,6.747181,10.0640725,9.0
2999,I,0.6,0.4875,0.125,1.3891255,0.80796075,0.340194,0.4819415,4.0
3000,F,1.425,1.1,0.35,23.885814,10.73028575,5.40057975,7.087375,8.0
3001,I,0.525,0.375,0.1875,3.16096925,1.63009625,0.3685435,0.850485,6.0
3002,M,1.7375,1.375,0.5125,52.7017205,25.95396725,11.396499,12.417081,11.0
3003,I,1.2875,1.0,0.35,19.74542675,9.4403835,3.52951275,5.2446575,8.0
3004,M,1.5625,1.2125,0.375,34.529691,16.0174675,8.29222875,9.07184,8.0
3005,F,1.525,1.125,0.3625,23.37416275,10.489315,4.63514325,6.9456275,9.0
3006,I,0.75,0.575,0.225,4.422522,1.2190285,0.907184,1.13398,5.0
3007,M,1.5625,1.2,0.4,32.98464325,13.82038125,7.3425205,10.0640725,19.0
3008,I,1.3125,1.0,0.375,21.36134825,9.128539,3.96893,5.2446575,9.0
3009,F,1.525,1.2125,0.475,35.50774875,12.85649825,6.406987,12.6155275,16.0
3010,F,1.375,1.075,0.375,23.3316385,10.33339275,5.556502,6.6621325,10.0
3011,M,1.8,1.4125,0.4125,49.90929475,24.70658925,9.241937,11.3398,9.0
3012,I,0.9875,0.725,0.2375,8.901743,4.5075705,1.63009625,2.26796,6.0
3013,F,1.225,0.9375,0.2625,15.35125425,6.0951425,3.95475525,4.819415,9.0
3014,M,1.0,0.75,0.3125,8.03708325,3.92640575,1.70097,2.83495,10.0
3015,I,0.75,0.575,0.1875,3.64291075,1.417475,0.83631025,1.190679,5.0
3016,M,1.6125,1.2375,0.4375,36.117263,17.78931125,7.9662095,9.922325,11.0
3017,F,1.425,1.1,0.325,24.720764,8.50485,5.40057975,6.80388,14.0
3018,M,1.65,1.2875,0.45,41.7588135,16.48523425,9.9506745,11.1980525,11.0
3019,F,1.3875,1.0875,0.425,24.36639525,9.87980075,5.9250455,6.80388,14.0
3020,F,1.625,1.3125,0.5,47.95317925,19.731252,10.61688775,14.3164975,10.0
3021,F,1.6125,1.2625,0.4375,36.61337925,16.5844575,8.60407325,10.0640725,8.0
3022,F,1.625,1.2625,0.475,37.6197865,17.0097,8.4198015,9.4970825,11.0
3023,F,1.525,1.225,0.45,35.50774875,12.23280925,7.9662095,12.190285,13.0
3024,M,1.525,1.225,0.3875,32.601925,15.4504775,6.577084,9.4970825,11.0
3025,M,1.5,1.1875,0.4,25.0893075,12.23280925,6.30776375,7.5126175,10.0
3026,M,1.475,1.2,0.4125,30.0221205,14.288148,6.76135575,8.9300925,9.0
3027,I,1.25,0.9625,0.2875,16.76872925,8.164656,3.58621175,4.9611625,10.0
3028,F,1.675,1.3625,0.4625,46.436481,23.00561925,10.90038275,11.12717875,9.0
3029,M,1.125,0.875,0.3375,14.9968855,6.633783,3.4869885,5.5281525,12.0
3030,F,1.2875,1.0125,0.35,17.33571925,7.10154975,4.63514325,5.5281525,11.0
3031,F,1.55,1.1625,0.4,30.1922175,12.79979925,6.08096775,8.9300925,15.0
3032,I,0.7,0.525,0.2125,3.96893,1.45999925,0.80796075,0.850485,6.0
3033,I,0.725,0.5625,0.1875,3.67126025,1.417475,0.86465975,1.17650425,4.0
3034,M,1.5,1.2,0.4375,31.638042,11.623295,6.5487345,9.63883,17.0
3035,M,1.4125,1.1,0.425,26.2799865,10.6310625,4.46504625,9.07184,12.0
3036,M,1.45,1.1125,0.45,28.64716975,11.35397475,6.690482,10.20582,13.0
3037,I,0.6875,0.4875,0.225,3.92640575,1.984465,0.75126175,1.20485375,5.0
3038,M,1.8375,1.425,0.5,52.7017205,26.7902775,10.9712565,16.556108,11.0
3039,M,1.475,1.1875,0.3875,27.54153925,13.834556,5.40057975,8.221355,10.0
3040,M,1.5125,1.2375,0.4375,35.76289425,16.96717575,7.98038425,9.865626,10.0
3041,I,0.875,0.675,0.2125,5.6699,2.2396105,1.09145575,2.551455,7.0
3042,I,1.4375,1.1125,0.3625,24.87668625,12.3887315,5.6699,6.520385,9.0
3043,M,1.1875,0.9375,0.35,15.5071765,6.13766675,3.33106625,4.819415,8.0
3044,I,1.0375,0.8125,0.225,9.99319875,4.55009475,1.28990225,2.83495,8.0
3045,I,1.2625,1.0,0.3125,16.91047675,7.3425205,3.345241,4.9611625,6.0
3046,I,0.7125,0.5,0.2125,3.9405805,1.60174675,0.9922325,1.190679,6.0
3047,I,1.3125,1.0,0.3375,20.921931,9.07184,4.9044635,4.025629,9.0
3048,M,1.2125,0.95,0.4375,21.21960075,8.0796075,3.44446425,8.0796075,27.0
3049,I,1.3,1.0125,0.35,18.24290325,8.43397625,3.7704835,5.953395,9.0
3050,I,1.075,0.8125,0.25,12.34620725,5.5848515,2.02698925,2.6932025,5.0
3051,F,1.225,0.975,0.275,16.40018575,7.24329725,3.75630875,3.96893,8.0
3052,F,1.35,1.0375,0.3625,21.27629975,7.314171,4.479221,7.2291225,10.0
3053,M,1.3625,1.05,0.3125,21.885814,9.2702865,4.252425,6.0951425,10.0
3054,M,1.5125,1.1625,0.4625,28.81726675,12.74310025,6.08096775,9.2135875,11.0
3055,M,1.5625,1.225,0.375,38.00250475,16.386011,8.334753,8.901743,10.0
3056,F,1.3125,1.0125,0.3125,23.51591025,13.13999325,5.11708475,5.10291,10.0
3057,I,1.1125,0.85,0.3125,12.984071,5.4147545,2.891649,3.685435,9.0
3058,F,1.45,1.125,0.4625,26.01066625,10.77281,4.52174525,8.221355,15.0
3059,M,1.0,0.75,0.25,8.958442,3.55786225,1.6159215,2.83495,10.0
3060,I,1.15,0.875,0.275,12.48795475,5.57067675,2.84912475,3.685435,9.0
3061,M,1.575,1.2625,0.4375,39.972795,18.75319425,8.60407325,11.3398,14.0
3062,I,1.4,1.0625,0.3375,23.00561925,10.4609655,4.252425,6.9456275,10.0
3063,F,1.5625,1.2375,0.4,39.179009,18.313777,8.54737425,11.056305,11.0
3064,M,1.5375,1.1875,0.3875,29.97959625,12.8423235,6.25106475,8.9300925,11.0
3065,M,1.575,1.2125,0.4,31.581343,13.93377925,6.81805475,9.4970825,9.0
3066,F,1.5375,1.1875,0.375,32.10580875,16.4710595,5.20213325,9.07184,11.0
3067,M,0.875,0.6375,0.2375,5.1879585,2.1829115,1.23320325,1.70097,6.0
3068,I,0.85,0.65,0.2,5.06038575,2.551455,1.11980525,1.5592225,6.0
3069,I,1.15,0.875,0.275,12.71475075,6.123492,2.8066005,3.5436875,7.0
3070,I,0.9375,0.7125,0.225,6.2652395,3.005047,1.4458245,1.984465,9.0
3071,F,1.2625,0.975,0.3125,16.45688475,6.860579,3.8838815,4.3941725,8.0
3072,M,1.1125,0.875,0.3,12.71475075,5.499803,2.8066005,3.96893,11.0
3073,M,1.525,1.15,0.3625,25.7129965,13.2959155,5.8116475,7.6260155,11.0
3074,M,1.4625,1.1625,0.4,29.78114975,13.60776,7.10154975,8.0796075,9.0
3075,M,1.3625,1.0125,0.325,16.51358375,8.63242275,3.21766825,4.3941725,8.0
3076,F,1.6625,1.2625,0.475,46.45065575,15.8473705,9.65300475,23.1048425,18.0
3077,M,1.6375,1.3,0.4875,38.782116,14.35902175,7.24329725,13.60776,11.0
3078,F,1.575,1.2125,0.425,33.12639075,11.15552825,6.25106475,11.679994,24.0
3079,I,1.2,0.95,0.3125,15.762322,7.10154975,3.84135725,4.9611625,8.0
3080,F,1.3125,1.0625,0.375,23.51591025,9.31281075,5.2446575,6.747181,11.0
3081,F,1.4125,1.075,0.4,24.777463,10.98543125,5.59902625,6.80388,12.0
3082,M,1.35,1.05,0.3875,23.79940525,10.47514025,5.54232725,7.654365,11.0
3083,F,1.4375,1.125,0.4125,33.89182725,18.1153305,6.747181,8.50485,10.0
3084,F,1.4375,1.125,0.425,32.205032,12.3320325,6.3219385,10.0640725,13.0
3085,M,1.4,1.1,0.3625,23.7285315,11.736693,5.8683465,5.8116475,9.0
3086,F,1.5875,1.2375,0.425,35.59279725,13.11164375,7.6827145,11.24057675,11.0
3087,F,1.3125,1.05,0.375,19.8163005,9.525432,3.78465825,5.2446575,8.0
3088,M,1.5625,1.225,0.425,32.04910975,13.36678925,7.27164675,8.9300925,15.0
3089,M,1.525,1.1875,0.4375,34.699788,15.478827,7.200773,9.4970825,12.0
3090,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,3.0
3091,F,1.5,1.1875,0.35,26.138239,11.97766375,5.556502,8.0796075,11.0
3092,I,1.3125,1.075,0.35,22.75047375,9.241937,3.72795925,6.23689,9.0
3093,F,1.4875,1.25,0.4,37.23706825,13.99047825,7.29999625,9.2135875,12.0
3094,I,0.4,0.125,0.1,0.7654365,0.2551455,0.1417475,0.1417475,3.0
3095,I,1.3,1.025,0.35,18.6823205,7.597666,4.89028875,5.0178615,9.0
3096,M,1.525,1.1875,0.375,29.029888,14.288148,7.3992195,7.7961125,10.0
3097,I,1.3125,1.025,0.3875,18.01610725,8.0796075,4.01145425,5.8116475,8.0
3098,F,1.25,0.9875,0.3,16.839603,8.68912175,3.61456125,4.53592,7.0
3099,I,0.825,0.6375,0.1375,5.783298,2.7499015,0.5953395,1.530873,5.0
3100,M,1.6375,1.275,0.375,35.096681,17.2081465,6.577084,9.63883,13.0
3101,I,1.1875,0.975,0.3125,16.9813505,6.25106475,3.27436725,4.6776675,8.0
3102,F,1.475,1.1875,0.3625,25.344453,11.963489,6.4920355,6.3786375,10.0
3103,I,0.7875,0.575,0.175,3.6003865,1.474174,0.8788345,1.13398,6.0
3104,F,1.425,1.0875,0.425,25.27357925,9.922325,5.1879585,8.0796075,13.0
3105,M,1.7,1.35,0.5125,50.802304,23.65765775,11.60912025,13.7495075,13.0
3106,F,1.525,1.175,0.375,31.19862475,14.911837,7.15824875,8.3631025,9.0
3107,M,1.0625,0.7875,0.2625,11.38232425,4.83358975,2.25378525,3.231843,12.0
3108,I,0.6125,0.475,0.15,2.16873675,0.737087,0.60951425,0.7087375,5.0
3109,F,1.45,1.125,0.3875,28.02348075,11.77921725,5.3013565,7.37087,10.0
3110,F,1.4375,1.075,0.3,22.89222125,9.76640275,4.4508715,6.23689,9.0
3111,M,1.475,1.1625,0.425,25.92561775,11.97766375,5.1879585,7.37087,10.0
3112,I,0.95,0.7375,0.225,8.12213175,4.7910655,1.68679525,2.1262125,7.0
3113,F,1.6,1.25,0.425,39.2073585,18.12950525,7.52679225,11.056305,10.0
3114,F,1.3375,1.05,0.4125,18.75319425,7.257472,3.98310475,6.3786375,9.0
3115,M,1.3125,1.0625,0.325,21.375523,8.54737425,5.03203625,5.2446575,10.0
3116,I,0.8,0.6125,0.225,5.613201,2.05533875,1.03475675,1.417475,6.0
3117,I,0.8875,0.6625,0.2,5.7549485,2.721552,1.0489315,1.8427175,6.0
3118,M,1.625,1.3125,0.4375,38.725417,14.74174,9.9506745,11.1980525,11.0
3119,I,1.0875,0.8375,0.2625,11.3681495,5.28718175,2.67902775,3.2601925,8.0
3120,F,1.5625,1.225,0.3875,28.64716975,11.453198,6.44951125,10.20582,10.0
3121,F,1.5125,1.175,0.3375,31.56716825,14.401546,6.95980225,8.788345,10.0
3122,M,1.6625,1.2875,0.475,40.83745475,20.00057225,10.7444605,10.886208,11.0
3123,F,1.325,1.025,0.375,21.98503725,6.81805475,5.556502,8.6465975,13.0
3124,I,1.375,1.0375,0.375,21.44639675,10.6877615,4.77689075,5.953395,9.0
3125,M,1.55,1.2125,0.4,34.8415355,17.6050395,8.221355,8.50485,11.0
3126,M,1.45,1.125,0.35,24.28134675,9.7805775,3.8271825,7.37087,10.0
3127,I,1.15,0.9125,0.3,13.11164375,5.6415505,3.0333965,3.118445,7.0
3128,F,1.5625,1.2,0.45,36.3157095,14.78426425,8.43397625,10.3475675,11.0
3129,M,1.2875,1.1,0.35,24.323871,11.38232425,4.86193925,7.2291225,8.0
3130,F,1.55,1.25,0.4375,32.50270175,15.46465225,6.4353365,9.19941275,10.0
3131,I,1.425,1.1875,0.4375,28.8314415,11.60912025,5.57067675,10.0640725,14.0
3132,I,1.3375,1.05,0.375,20.3265915,8.1930055,4.86193925,6.3786375,12.0
3133,F,1.4125,1.125,0.4375,29.029888,13.08329425,4.49339575,10.77281,16.0
3134,I,1.2,0.875,0.325,19.97222275,9.1001895,3.61456125,4.40834725,7.0
3135,F,1.4875,1.15,0.375,26.46425825,10.829509,5.5281525,8.6465975,12.0
3136,I,0.4,0.3125,0.075,0.66621325,0.12757275,0.0850485,0.1417475,4.0
3137,F,1.4125,1.1,0.375,25.741346,11.75086775,5.79747275,7.4559185,12.0
3138,I,1.6125,1.2625,0.375,33.92017675,16.499409,7.3992195,8.9300925,10.0
3139,F,1.5,1.175,0.4125,32.205032,11.92096475,7.6827145,8.74582075,10.0
3140,M,1.4125,1.1,0.3625,20.3265915,8.845044,4.32329875,6.6621325,9.0
3141,I,1.0375,0.8125,0.2625,10.375917,4.46504625,2.25378525,2.9766975,7.0
3142,M,1.5625,1.2125,0.375,31.62386725,14.7133905,7.07320025,7.087375,9.0
3143,I,0.7875,0.5875,0.1875,4.819415,1.63009625,1.00640725,1.2757275,6.0
